,time,species,protein,ribo_density,ribo_density_ave,codon,speed,charging_rate,ecol
75,100.0,TTT_uncharged,171.0,0.0,4.869666666666666,0.7,0.5,30.0,0.2
76,100.0,__GFP_rbs,20.0,0.0,4.869666666666666,0.7,0.5,30.0,0.2
77,100.0,__cellularProtein_rbs,93.0,0.0,4.869666666666666,0.7,0.5,30.0,0.2
78,100.0,free ribosome,35.0,0.0,4.869666666666666,0.7,0.5,30.0,0.2
79,100.0,cellularProtein,2222.3333333333335,4.6499999999999995,4.869666666666666,0.7,0.5,30.0,0.2
80,100.0,ATA_charged,46.333333333333336,0.0,4.865,0.7,1.0,30.0,0.2
81,100.0,ATA_uncharged,703.6666666666666,0.0,4.865,0.7,1.0,30.0,0.2
82,100.0,TTT_charged,1595.3333333333333,0.0,4.865,0.7,1.0,30.0,0.2
83,100.0,TTT_uncharged,154.66666666666666,0.0,4.865,0.7,1.0,30.0,0.2
84,100.0,__GFP_rbs,20.0,0.0,4.865,0.7,1.0,30.0,0.2
85,100.0,__cellularProtein_rbs,99.33333333333333,0.0,4.865,0.7,1.0,30.0,0.2
86,100.0,free ribosome,5.333333333333333,0.0,4.865,0.7,1.0,30.0,0.2
87,100.0,cellularProtein,2497.3333333333335,4.946666666666666,4.865,0.7,1.0,30.0,0.2
88,100.0,ATA_charged,19.666666666666668,0.0,4.838,0.7,2.0,30.0,0.2
89,100.0,ATA_uncharged,730.3333333333334,0.0,4.838,0.7,2.0,30.0,0.2
90,100.0,TTT_charged,1562.3333333333333,0.0,4.838,0.7,2.0,30.0,0.2
91,100.0,TTT_uncharged,187.66666666666666,0.0,4.838,0.7,2.0,30.0,0.2
92,100.0,__GFP_rbs,20.0,0.0,4.838,0.7,2.0,30.0,0.2
93,100.0,__cellularProtein_rbs,100.0,0.0,4.838,0.7,2.0,30.0,0.2
94,100.0,free ribosome,0.0,0.0,4.838,0.7,2.0,30.0,0.2
95,100.0,cellularProtein,2500.0,5.0,4.838,0.7,2.0,30.0,0.2
96,100.0,ATA_charged,12.333333333333334,0.0,4.837000000000001,0.7,4.0,30.0,0.2
97,100.0,ATA_uncharged,737.6666666666666,0.0,4.837000000000001,0.7,4.0,30.0,0.2
98,100.0,TTT_charged,1572.0,0.0,4.837000000000001,0.7,4.0,30.0,0.2
99,100.0,TTT_uncharged,178.0,0.0,4.837000000000001,0.7,4.0,30.0,0.2
100,100.0,__GFP_rbs,20.0,0.0,4.837000000000001,0.7,4.0,30.0,0.2
101,100.0,__cellularProtein_rbs,99.66666666666667,0.0,4.837000000000001,0.7,4.0,30.0,0.2
102,100.0,free ribosome,0.3333333333333333,0.0,4.837000000000001,0.7,4.0,30.0,0.2
103,100.0,cellularProtein,2501.3333333333335,4.996666666666667,4.837000000000001,0.7,4.0,30.0,0.2
104,100.0,ATA_charged,8.666666666666666,0.0,4.843333333333333,0.7,8.0,30.0,0.2
105,100.0,ATA_uncharged,741.3333333333334,0.0,4.843333333333333,0.7,8.0,30.0,0.2
106,100.0,TTT_charged,1577.0,0.0,4.843333333333333,0.7,8.0,30.0,0.2
107,100.0,TTT_uncharged,173.0,0.0,4.843333333333333,0.7,8.0,30.0,0.2
108,100.0,__GFP_rbs,20.0,0.0,4.843333333333333,0.7,8.0,30.0,0.2
109,100.0,__cellularProtein_rbs,99.66666666666667,0.0,4.843333333333333,0.7,8.0,30.0,0.2
110,100.0,free ribosome,0.6666666666666666,0.0,4.843333333333333,0.7,8.0,30.0,0.2
111,100.0,cellularProtein,2502.0,4.993333333333333,4.843333333333333,0.7,8.0,30.0,0.2
112,100.0,ATA_charged,477.3333333333333,0.0,4.857333333333333,0.7,0.125,100.0,0.2
113,100.0,ATA_uncharged,272.6666666666667,0.0,4.857333333333333,0.7,0.125,100.0,0.2
114,100.0,TTT_charged,1690.6666666666667,0.0,4.857333333333333,0.7,0.125,100.0,0.2
115,100.0,TTT_uncharged,59.333333333333336,0.0,4.857333333333333,0.7,0.125,100.0,0.2
116,100.0,__GFP_rbs,20.0,0.0,4.857333333333333,0.7,0.125,100.0,0.2
117,100.0,__cellularProtein_rbs,100.0,0.0,4.857333333333333,0.7,0.125,100.0,0.2
118,100.0,free ribosome,2.3333333333333335,0.0,4.857333333333333,0.7,0.125,100.0,0.2
119,100.0,cellularProtein,3006.0,4.976666666666667,4.857333333333333,0.7,0.125,100.0,0.2
120,100.0,ATA_charged,348.0,0.0,4.8,0.7,0.25,100.0,0.2
121,100.0,ATA_uncharged,402.0,0.0,4.8,0.7,0.25,100.0,0.2
122,100.0,TTT_charged,1633.0,0.0,4.8,0.7,0.25,100.0,0.2
123,100.0,TTT_uncharged,117.0,0.0,4.8,0.7,0.25,100.0,0.2
124,100.0,__GFP_rbs,20.0,0.0,4.8,0.7,0.25,100.0,0.2
125,100.0,__cellularProtein_rbs,94.66666666666667,0.0,4.8,0.7,0.25,100.0,0.2
126,100.0,free ribosome,26.666666666666668,0.0,4.8,0.7,0.25,100.0,0.2
127,100.0,cellularProtein,4630.333333333333,4.733333333333333,4.8,0.7,0.25,100.0,0.2
128,100.0,ATA_charged,240.0,0.0,4.67,0.7,0.5,100.0,0.2
129,100.0,ATA_uncharged,510.0,0.0,4.67,0.7,0.5,100.0,0.2
130,100.0,TTT_charged,1621.0,0.0,4.67,0.7,0.5,100.0,0.2
131,100.0,TTT_uncharged,129.0,0.0,4.67,0.7,0.5,100.0,0.2
132,100.0,__GFP_rbs,20.0,0.0,4.67,0.7,0.5,100.0,0.2
133,100.0,__cellularProtein_rbs,97.33333333333333,0.0,4.67,0.7,0.5,100.0,0.2
134,100.0,free ribosome,35.0,0.0,4.67,0.7,0.5,100.0,0.2
135,100.0,cellularProtein,6207.333333333333,4.6499999999999995,4.67,0.7,0.5,100.0,0.2
136,100.0,ATA_charged,151.0,0.0,4.628666666666667,0.7,1.0,100.0,0.2
137,100.0,ATA_uncharged,599.0,0.0,4.628666666666667,0.7,1.0,100.0,0.2
138,100.0,TTT_charged,1590.6666666666667,0.0,4.628666666666667,0.7,1.0,100.0,0.2
139,100.0,TTT_uncharged,159.33333333333334,0.0,4.628666666666667,0.7,1.0,100.0,0.2
140,100.0,__GFP_rbs,20.0,0.0,4.628666666666667,0.7,1.0,100.0,0.2
141,100.0,__cellularProtein_rbs,96.66666666666667,0.0,4.628666666666667,0.7,1.0,100.0,0.2
142,100.0,free ribosome,39.333333333333336,0.0,4.628666666666667,0.7,1.0,100.0,0.2
143,100.0,cellularProtein,7433.333333333333,4.6066666666666665,4.628666666666667,0.7,1.0,100.0,0.2
144,100.0,ATA_charged,75.0,0.0,4.548,0.7,2.0,100.0,0.2
145,100.0,ATA_uncharged,675.0,0.0,4.548,0.7,2.0,100.0,0.2
146,100.0,TTT_charged,1585.6666666666667,0.0,4.548,0.7,2.0,100.0,0.2
147,100.0,TTT_uncharged,164.33333333333334,0.0,4.548,0.7,2.0,100.0,0.2
148,100.0,__GFP_rbs,20.0,0.0,4.548,0.7,2.0,100.0,0.2
149,100.0,__cellularProtein_rbs,98.0,0.0,4.548,0.7,2.0,100.0,0.2
150,100.0,free ribosome,50.0,0.0,4.548,0.7,2.0,100.0,0.2
151,100.0,cellularProtein,8192.333333333334,4.5,4.548,0.7,2.0,100.0,0.2
152,100.0,ATA_charged,43.666666666666664,0.0,4.5809999999999995,0.7,4.0,100.0,0.2
153,100.0,ATA_uncharged,706.3333333333334,0.0,4.5809999999999995,0.7,4.0,100.0,0.2
154,100.0,TTT_charged,1572.3333333333333,0.0,4.5809999999999995,0.7,4.0,100.0,0.2
155,100.0,TTT_uncharged,177.66666666666666,0.0,4.5809999999999995,0.7,4.0,100.0,0.2
156,100.0,__GFP_rbs,20.0,0.0,4.5809999999999995,0.7,4.0,100.0,0.2
157,100.0,__cellularProtein_rbs,94.0,0.0,4.5809999999999995,0.7,4.0,100.0,0.2
158,100.0,free ribosome,42.666666666666664,0.0,4.5809999999999995,0.7,4.0,100.0,0.2
159,100.0,cellularProtein,8643.333333333334,4.573333333333333,4.5809999999999995,0.7,4.0,100.0,0.2
160,100.0,ATA_charged,25.0,0.0,4.531666666666666,0.7,8.0,100.0,0.2
161,100.0,ATA_uncharged,725.0,0.0,4.531666666666666,0.7,8.0,100.0,0.2
162,100.0,TTT_charged,1582.3333333333333,0.0,4.531666666666666,0.7,8.0,100.0,0.2
163,100.0,TTT_uncharged,167.66666666666666,0.0,4.531666666666666,0.7,8.0,100.0,0.2
164,100.0,__GFP_rbs,20.0,0.0,4.531666666666666,0.7,8.0,100.0,0.2
165,100.0,__cellularProtein_rbs,96.0,0.0,4.531666666666666,0.7,8.0,100.0,0.2
166,100.0,free ribosome,49.666666666666664,0.0,4.531666666666666,0.7,8.0,100.0,0.2
167,100.0,cellularProtein,8893.0,4.503333333333333,4.531666666666666,0.7,8.0,100.0,0.2
168,100.0,ATA_charged,629.6666666666666,0.0,4.772666666666667,0.7,0.125,300.0,0.2
169,100.0,ATA_uncharged,120.33333333333333,0.0,4.772666666666667,0.7,0.125,300.0,0.2
170,100.0,TTT_charged,1717.0,0.0,4.772666666666667,0.7,0.125,300.0,0.2
171,100.0,TTT_uncharged,33.0,0.0,4.772666666666667,0.7,0.125,300.0,0.2
172,100.0,__GFP_rbs,20.0,0.0,4.772666666666667,0.7,0.125,300.0,0.2
173,100.0,__cellularProtein_rbs,100.0,0.0,4.772666666666667,0.7,0.125,300.0,0.2
174,100.0,free ribosome,3.0,0.0,4.772666666666667,0.7,0.125,300.0,0.2
175,100.0,cellularProtein,4004.0,4.97,4.772666666666667,0.7,0.125,300.0,0.2
176,100.0,ATA_charged,559.3333333333334,0.0,4.615,0.7,0.25,300.0,0.2
177,100.0,ATA_uncharged,190.66666666666666,0.0,4.615,0.7,0.25,300.0,0.2
178,100.0,TTT_charged,1695.6666666666667,0.0,4.615,0.7,0.25,300.0,0.2
179,100.0,TTT_uncharged,54.333333333333336,0.0,4.615,0.7,0.25,300.0,0.2
180,100.0,__GFP_rbs,20.0,0.0,4.615,0.7,0.25,300.0,0.2
181,100.0,__cellularProtein_rbs,98.0,0.0,4.615,0.7,0.25,300.0,0.2
182,100.0,free ribosome,27.666666666666668,0.0,4.615,0.7,0.25,300.0,0.2
183,100.0,cellularProtein,7075.0,4.723333333333334,4.615,0.7,0.25,300.0,0.2
184,100.0,ATA_charged,449.6666666666667,0.0,4.423,0.7,0.5,300.0,0.2
185,100.0,ATA_uncharged,300.3333333333333,0.0,4.423,0.7,0.5,300.0,0.2
186,100.0,TTT_charged,1666.0,0.0,4.423,0.7,0.5,300.0,0.2
187,100.0,TTT_uncharged,84.0,0.0,4.423,0.7,0.5,300.0,0.2
188,100.0,__GFP_rbs,20.0,0.0,4.423,0.7,0.5,300.0,0.2
189,100.0,__cellularProtein_rbs,94.33333333333333,0.0,4.423,0.7,0.5,300.0,0.2
190,100.0,free ribosome,54.666666666666664,0.0,4.423,0.7,0.5,300.0,0.2
191,100.0,cellularProtein,11205.666666666666,4.453333333333333,4.423,0.7,0.5,300.0,0.2
192,100.0,ATA_charged,325.0,0.0,4.182333333333333,0.7,1.0,300.0,0.2
193,100.0,ATA_uncharged,425.0,0.0,4.182333333333333,0.7,1.0,300.0,0.2
194,100.0,TTT_charged,1644.0,0.0,4.182333333333333,0.7,1.0,300.0,0.2
195,100.0,TTT_uncharged,106.0,0.0,4.182333333333333,0.7,1.0,300.0,0.2
196,100.0,__GFP_rbs,20.0,0.0,4.182333333333333,0.7,1.0,300.0,0.2
197,100.0,__cellularProtein_rbs,96.33333333333333,0.0,4.182333333333333,0.7,1.0,300.0,0.2
198,100.0,free ribosome,85.0,0.0,4.182333333333333,0.7,1.0,300.0,0.2
199,100.0,cellularProtein,15794.666666666666,4.1499999999999995,4.182333333333333,0.7,1.0,300.0,0.2
200,100.0,ATA_charged,218.66666666666666,0.0,3.979333333333334,0.7,2.0,300.0,0.2
201,100.0,ATA_uncharged,531.3333333333334,0.0,3.979333333333334,0.7,2.0,300.0,0.2
202,100.0,TTT_charged,1615.3333333333333,0.0,3.979333333333334,0.7,2.0,300.0,0.2
203,100.0,TTT_uncharged,134.66666666666666,0.0,3.979333333333334,0.7,2.0,300.0,0.2
204,100.0,__GFP_rbs,20.0,0.0,3.979333333333334,0.7,2.0,300.0,0.2
205,100.0,__cellularProtein_rbs,98.33333333333333,0.0,3.979333333333334,0.7,2.0,300.0,0.2
206,100.0,free ribosome,110.33333333333333,0.0,3.979333333333334,0.7,2.0,300.0,0.2
207,100.0,cellularProtein,20003.0,3.896666666666667,3.979333333333334,0.7,2.0,300.0,0.2
208,100.0,ATA_charged,124.66666666666667,0.0,3.8506666666666667,0.7,4.0,300.0,0.2
209,100.0,ATA_uncharged,625.3333333333334,0.0,3.8506666666666667,0.7,4.0,300.0,0.2
210,100.0,TTT_charged,1601.0,0.0,3.8506666666666667,0.7,4.0,300.0,0.2
211,100.0,TTT_uncharged,149.0,0.0,3.8506666666666667,0.7,4.0,300.0,0.2
212,100.0,__GFP_rbs,20.0,0.0,3.8506666666666667,0.7,4.0,300.0,0.2
213,100.0,__cellularProtein_rbs,97.33333333333333,0.0,3.8506666666666667,0.7,4.0,300.0,0.2
214,100.0,free ribosome,114.33333333333333,0.0,3.8506666666666667,0.7,4.0,300.0,0.2
215,100.0,cellularProtein,23210.333333333332,3.856666666666667,3.8506666666666667,0.7,4.0,300.0,0.2
216,100.0,ATA_charged,63.0,0.0,3.714666666666666,0.7,8.0,300.0,0.2
217,100.0,ATA_uncharged,687.0,0.0,3.714666666666666,0.7,8.0,300.0,0.2
218,100.0,TTT_charged,1564.0,0.0,3.714666666666666,0.7,8.0,300.0,0.2
219,100.0,TTT_uncharged,186.0,0.0,3.714666666666666,0.7,8.0,300.0,0.2
220,100.0,__GFP_rbs,20.0,0.0,3.714666666666666,0.7,8.0,300.0,0.2
221,100.0,__cellularProtein_rbs,96.66666666666667,0.0,3.714666666666666,0.7,8.0,300.0,0.2
222,100.0,free ribosome,124.66666666666667,0.0,3.714666666666666,0.7,8.0,300.0,0.2
223,100.0,cellularProtein,25308.0,3.7533333333333334,3.714666666666666,0.7,8.0,300.0,0.2
224,100.0,ATA_charged,711.3333333333334,0.0,4.725333333333333,0.7,0.125,1000.0,0.2
225,100.0,ATA_uncharged,38.666666666666664,0.0,4.725333333333333,0.7,0.125,1000.0,0.2
226,100.0,TTT_charged,1740.3333333333333,0.0,4.725333333333333,0.7,0.125,1000.0,0.2
227,100.0,TTT_uncharged,9.666666666666666,0.0,4.725333333333333,0.7,0.125,1000.0,0.2
228,100.0,__GFP_rbs,20.0,0.0,4.725333333333333,0.7,0.125,1000.0,0.2
229,100.0,__cellularProtein_rbs,99.33333333333333,0.0,4.725333333333333,0.7,0.125,1000.0,0.2
230,100.0,free ribosome,3.6666666666666665,0.0,4.725333333333333,0.7,0.125,1000.0,0.2
231,100.0,cellularProtein,4498.0,4.963333333333334,4.725333333333333,0.7,0.125,1000.0,0.2
232,100.0,ATA_charged,670.0,0.0,4.577999999999999,0.7,0.25,1000.0,0.2
233,100.0,ATA_uncharged,80.0,0.0,4.577999999999999,0.7,0.25,1000.0,0.2
234,100.0,TTT_charged,1731.3333333333333,0.0,4.577999999999999,0.7,0.25,1000.0,0.2
235,100.0,TTT_uncharged,18.666666666666668,0.0,4.577999999999999,0.7,0.25,1000.0,0.2
236,100.0,__GFP_rbs,20.0,0.0,4.577999999999999,0.7,0.25,1000.0,0.2
237,100.0,__cellularProtein_rbs,97.66666666666667,0.0,4.577999999999999,0.7,0.25,1000.0,0.2
238,100.0,free ribosome,43.0,0.0,4.577999999999999,0.7,0.25,1000.0,0.2
239,100.0,cellularProtein,8509.666666666666,4.57,4.577999999999999,0.7,0.25,1000.0,0.2
240,100.0,ATA_charged,627.6666666666666,0.0,4.261333333333334,0.7,0.5,1000.0,0.2
241,100.0,ATA_uncharged,122.33333333333333,0.0,4.261333333333334,0.7,0.5,1000.0,0.2
242,100.0,TTT_charged,1721.3333333333333,0.0,4.261333333333334,0.7,0.5,1000.0,0.2
243,100.0,TTT_uncharged,28.666666666666668,0.0,4.261333333333334,0.7,0.5,1000.0,0.2
244,100.0,__GFP_rbs,20.0,0.0,4.261333333333334,0.7,0.5,1000.0,0.2
245,100.0,__cellularProtein_rbs,97.0,0.0,4.261333333333334,0.7,0.5,1000.0,0.2
246,100.0,free ribosome,71.33333333333333,0.0,4.261333333333334,0.7,0.5,1000.0,0.2
247,100.0,cellularProtein,14946.333333333334,4.286666666666666,4.261333333333334,0.7,0.5,1000.0,0.2
248,100.0,ATA_charged,567.3333333333334,0.0,3.778666666666667,0.7,1.0,1000.0,0.2
249,100.0,ATA_uncharged,182.66666666666666,0.0,3.778666666666667,0.7,1.0,1000.0,0.2
250,100.0,TTT_charged,1697.3333333333333,0.0,3.778666666666667,0.7,1.0,1000.0,0.2
251,100.0,TTT_uncharged,52.666666666666664,0.0,3.778666666666667,0.7,1.0,1000.0,0.2
252,100.0,__GFP_rbs,20.0,0.0,3.778666666666667,0.7,1.0,1000.0,0.2
253,100.0,__cellularProtein_rbs,97.0,0.0,3.778666666666667,0.7,1.0,1000.0,0.2
254,100.0,free ribosome,127.33333333333333,0.0,3.778666666666667,0.7,1.0,1000.0,0.2
255,100.0,cellularProtein,24028.333333333332,3.7266666666666666,3.778666666666667,0.7,1.0,1000.0,0.2
256,100.0,ATA_charged,458.3333333333333,0.0,3.2620000000000005,0.7,2.0,1000.0,0.2
257,100.0,ATA_uncharged,291.6666666666667,0.0,3.2620000000000005,0.7,2.0,1000.0,0.2
258,100.0,TTT_charged,1677.6666666666667,0.0,3.2620000000000005,0.7,2.0,1000.0,0.2
259,100.0,TTT_uncharged,72.33333333333333,0.0,3.2620000000000005,0.7,2.0,1000.0,0.2
260,100.0,__GFP_rbs,20.0,0.0,3.2620000000000005,0.7,2.0,1000.0,0.2
261,100.0,__cellularProtein_rbs,95.33333333333333,0.0,3.2620000000000005,0.7,2.0,1000.0,0.2
262,100.0,free ribosome,163.0,0.0,3.2620000000000005,0.7,2.0,1000.0,0.2
263,100.0,cellularProtein,35134.0,3.3699999999999997,3.2620000000000005,0.7,2.0,1000.0,0.2
264,100.0,ATA_charged,366.3333333333333,0.0,2.693,0.7,4.0,1000.0,0.2
265,100.0,ATA_uncharged,383.6666666666667,0.0,2.693,0.7,4.0,1000.0,0.2
266,100.0,TTT_charged,1650.6666666666667,0.0,2.693,0.7,4.0,1000.0,0.2
267,100.0,TTT_uncharged,99.33333333333333,0.0,2.693,0.7,4.0,1000.0,0.2
268,100.0,__GFP_rbs,20.0,0.0,2.693,0.7,4.0,1000.0,0.2
269,100.0,__cellularProtein_rbs,99.0,0.0,2.693,0.7,4.0,1000.0,0.2
270,100.0,free ribosome,223.0,0.0,2.693,0.7,4.0,1000.0,0.2
271,100.0,cellularProtein,46926.666666666664,2.77,2.693,0.7,4.0,1000.0,0.2
272,100.0,ATA_charged,271.6666666666667,0.0,2.1213333333333333,0.7,8.0,1000.0,0.2
273,100.0,ATA_uncharged,478.3333333333333,0.0,2.1213333333333333,0.7,8.0,1000.0,0.2
274,100.0,TTT_charged,1621.6666666666667,0.0,2.1213333333333333,0.7,8.0,1000.0,0.2
275,100.0,TTT_uncharged,128.33333333333334,0.0,2.1213333333333333,0.7,8.0,1000.0,0.2
276,100.0,__GFP_rbs,20.0,0.0,2.1213333333333333,0.7,8.0,1000.0,0.2
277,100.0,__cellularProtein_rbs,99.0,0.0,2.1213333333333333,0.7,8.0,1000.0,0.2
278,100.0,free ribosome,290.3333333333333,0.0,2.1213333333333333,0.7,8.0,1000.0,0.2
279,100.0,cellularProtein,58040.0,2.0966666666666667,2.1213333333333333,0.7,8.0,1000.0,0.2
280,100.0,ATA_charged,738.3333333333334,0.0,4.807333333333333,0.7,0.125,3000.0,0.2
281,100.0,ATA_uncharged,11.666666666666666,0.0,4.807333333333333,0.7,0.125,3000.0,0.2
282,100.0,TTT_charged,1745.3333333333333,0.0,4.807333333333333,0.7,0.125,3000.0,0.2
283,100.0,TTT_uncharged,4.666666666666667,0.0,4.807333333333333,0.7,0.125,3000.0,0.2
284,100.0,__GFP_rbs,20.0,0.0,4.807333333333333,0.7,0.125,3000.0,0.2
285,100.0,__cellularProtein_rbs,98.0,0.0,4.807333333333333,0.7,0.125,3000.0,0.2
286,100.0,free ribosome,20.333333333333332,0.0,4.807333333333333,0.7,0.125,3000.0,0.2
287,100.0,cellularProtein,4561.0,4.796666666666667,4.807333333333333,0.7,0.125,3000.0,0.2
