,time,species,protein,ribo_density,delta,charging_rate,codon,ecol_comp,rbs_rate
24256,200.0,ATA_uncharged,584.6666666666666,0.0,-18.0,250.0,0.7,0.44,100000.0
24257,200.0,TTT_charged,1277.6666666666667,0.0,-13.333333333333258,250.0,0.7,0.44,100000.0
24258,200.0,TTT_uncharged,472.3333333333333,0.0,13.333333333333314,250.0,0.7,0.44,100000.0
24259,200.0,__cellularProtein_rbs,96.0,0.0,0.0,250.0,0.7,0.44,100000.0
24260,200.0,free ribosome,140.0,0.0,11.333333333333343,250.0,0.7,0.44,100000.0
24261,200.0,cellularProtein,53366.0,3.6,10717.0,250.0,0.7,0.44,100000.0
24269,200.0,ATA_charged,307.3333333333333,0.0,11.0,500.0,0.7,0.44,100000.0
24270,200.0,ATA_uncharged,442.6666666666667,0.0,-11.0,500.0,0.7,0.44,100000.0
24271,200.0,TTT_charged,1396.0,0.0,-4.0,500.0,0.7,0.44,100000.0
24272,200.0,TTT_uncharged,354.0,0.0,4.0,500.0,0.7,0.44,100000.0
24273,200.0,__cellularProtein_rbs,98.33333333333333,0.0,0.0,500.0,0.7,0.44,100000.0
24274,200.0,free ribosome,194.33333333333334,0.0,-5.333333333333314,500.0,0.7,0.44,100000.0
24275,200.0,cellularProtein,80818.0,3.0566666666666666,16221.666666666664,500.0,0.7,0.44,100000.0
24283,200.0,ATA_charged,473.3333333333333,0.0,8.666666666666629,1000.0,0.7,0.44,100000.0
24284,200.0,ATA_uncharged,276.6666666666667,0.0,-8.666666666666629,1000.0,0.7,0.44,100000.0
24285,200.0,TTT_charged,1557.6666666666667,0.0,26.666666666666742,1000.0,0.7,0.44,100000.0
24286,200.0,TTT_uncharged,192.33333333333334,0.0,-26.666666666666657,1000.0,0.7,0.44,100000.0
24287,200.0,__cellularProtein_rbs,98.66666666666667,0.0,-0.3333333333333286,1000.0,0.7,0.44,100000.0
24288,200.0,free ribosome,260.3333333333333,0.0,6.333333333333314,1000.0,0.7,0.44,100000.0
24289,200.0,cellularProtein,100807.33333333333,2.3966666666666665,20201.0,1000.0,0.7,0.44,100000.0
24297,200.0,ATA_charged,694.0,0.0,15.666666666666629,5000.0,0.7,0.44,100000.0
24298,200.0,ATA_uncharged,56.0,0.0,-15.666666666666671,5000.0,0.7,0.44,100000.0
24299,200.0,TTT_charged,1700.6666666666667,0.0,0.3333333333334849,5000.0,0.7,0.44,100000.0
24300,200.0,TTT_uncharged,49.333333333333336,0.0,-0.3333333333333286,5000.0,0.7,0.44,100000.0
24301,200.0,__cellularProtein_rbs,99.0,0.0,1.0,5000.0,0.7,0.44,100000.0
24302,200.0,free ribosome,297.6666666666667,0.0,8.0,5000.0,0.7,0.44,100000.0
24303,200.0,cellularProtein,117428.0,2.0233333333333334,23586.66666666667,5000.0,0.7,0.44,100000.0
24311,200.0,ATA_charged,5.0,0.0,0.666666666666667,10.0,0.7,0.65,100000.0
24312,200.0,ATA_uncharged,745.0,0.0,-0.6666666666666288,10.0,0.7,0.65,100000.0
24313,200.0,TTT_charged,388.3333333333333,0.0,-17.0,10.0,0.7,0.65,100000.0
24314,200.0,TTT_uncharged,1361.6666666666667,0.0,17.0,10.0,0.7,0.65,100000.0
24315,200.0,__cellularProtein_rbs,98.66666666666667,0.0,3.6666666666666714,10.0,0.7,0.65,100000.0
24316,200.0,free ribosome,2.3333333333333335,0.0,-7.0,10.0,0.7,0.65,100000.0
24317,200.0,cellularProtein,4017.6666666666665,4.976666666666667,914.6666666666665,10.0,0.7,0.65,100000.0
24325,200.0,ATA_charged,29.0,0.0,-2.0,50.0,0.7,0.65,100000.0
24326,200.0,ATA_uncharged,721.0,0.0,2.0,50.0,0.7,0.65,100000.0
24327,200.0,TTT_charged,358.3333333333333,0.0,-94.33333333333337,50.0,0.7,0.65,100000.0
24328,200.0,TTT_uncharged,1391.6666666666667,0.0,94.33333333333348,50.0,0.7,0.65,100000.0
24329,200.0,__cellularProtein_rbs,96.0,0.0,-0.6666666666666714,50.0,0.7,0.65,100000.0
24330,200.0,free ribosome,59.333333333333336,0.0,2.3333333333333357,50.0,0.7,0.65,100000.0
24331,200.0,cellularProtein,20315.666666666668,4.406666666666666,4102.333333333334,50.0,0.7,0.65,100000.0
24339,200.0,ATA_charged,65.0,0.0,-10.0,100.0,0.7,0.65,100000.0
24340,200.0,ATA_uncharged,685.0,0.0,10.0,100.0,0.7,0.65,100000.0
24341,200.0,TTT_charged,450.3333333333333,0.0,-15.333333333333371,100.0,0.7,0.65,100000.0
24342,200.0,TTT_uncharged,1299.6666666666667,0.0,15.333333333333485,100.0,0.7,0.65,100000.0
24343,200.0,__cellularProtein_rbs,98.33333333333333,0.0,1.0,100.0,0.7,0.65,100000.0
24344,200.0,free ribosome,85.66666666666667,0.0,-9.0,100.0,0.7,0.65,100000.0
24345,200.0,cellularProtein,38518.0,4.1433333333333335,7741.0,100.0,0.7,0.65,100000.0
24353,200.0,ATA_charged,222.0,0.0,-0.3333333333333428,250.0,0.7,0.65,100000.0
24354,200.0,ATA_uncharged,528.0,0.0,0.33333333333337123,250.0,0.7,0.65,100000.0
24355,200.0,TTT_charged,744.3333333333334,0.0,48.33333333333337,250.0,0.7,0.65,100000.0
24356,200.0,TTT_uncharged,1005.6666666666666,0.0,-48.33333333333337,250.0,0.7,0.65,100000.0
24357,200.0,__cellularProtein_rbs,98.0,0.0,1.3333333333333286,250.0,0.7,0.65,100000.0
24358,200.0,free ribosome,185.33333333333334,0.0,19.666666666666686,250.0,0.7,0.65,100000.0
24359,200.0,cellularProtein,75700.33333333333,3.1466666666666665,15185.333333333328,250.0,0.7,0.65,100000.0
24367,200.0,ATA_charged,385.3333333333333,0.0,-22.0,500.0,0.7,0.65,100000.0
24368,200.0,ATA_uncharged,364.6666666666667,0.0,22.0,500.0,0.7,0.65,100000.0
24369,200.0,TTT_charged,1090.0,0.0,-13.0,500.0,0.7,0.65,100000.0
24370,200.0,TTT_uncharged,660.0,0.0,13.0,500.0,0.7,0.65,100000.0
24371,200.0,__cellularProtein_rbs,98.66666666666667,0.0,0.6666666666666714,500.0,0.7,0.65,100000.0
24372,200.0,free ribosome,241.0,0.0,-5.0,500.0,0.7,0.65,100000.0
24373,200.0,cellularProtein,101155.66666666667,2.59,20251.333333333343,500.0,0.7,0.65,100000.0
24381,200.0,ATA_charged,553.3333333333334,0.0,6.333333333333371,1000.0,0.7,0.65,100000.0
24382,200.0,ATA_uncharged,196.66666666666666,0.0,-6.333333333333343,1000.0,0.7,0.65,100000.0
24383,200.0,TTT_charged,1391.0,0.0,29.0,1000.0,0.7,0.65,100000.0
24384,200.0,TTT_uncharged,359.0,0.0,-29.0,1000.0,0.7,0.65,100000.0
24385,200.0,__cellularProtein_rbs,99.33333333333333,0.0,0.3333333333333286,1000.0,0.7,0.65,100000.0
24386,200.0,free ribosome,292.6666666666667,0.0,6.333333333333371,1000.0,0.7,0.65,100000.0
24387,200.0,cellularProtein,115720.0,2.0733333333333337,23190.0,1000.0,0.7,0.65,100000.0
24395,200.0,ATA_charged,704.6666666666666,0.0,0.0,5000.0,0.7,0.65,100000.0
24396,200.0,ATA_uncharged,45.333333333333336,0.0,0.0,5000.0,0.7,0.65,100000.0
24397,200.0,TTT_charged,1660.3333333333333,0.0,-20.666666666666742,5000.0,0.7,0.65,100000.0
24398,200.0,TTT_uncharged,89.66666666666667,0.0,20.66666666666667,5000.0,0.7,0.65,100000.0
24399,200.0,__cellularProtein_rbs,99.0,0.0,1.3333333333333286,5000.0,0.7,0.65,100000.0
24400,200.0,free ribosome,311.6666666666667,0.0,-1.6666666666666288,5000.0,0.7,0.65,100000.0
24401,200.0,cellularProtein,127265.0,1.883333333333333,25530.33333333333,5000.0,0.7,0.65,100000.0
24409,200.0,ATA_charged,5.333333333333333,0.0,-1.666666666666667,10.0,0.7,0.03,100000.0
24410,200.0,ATA_uncharged,744.6666666666666,0.0,1.6666666666666288,10.0,0.7,0.03,100000.0
24411,200.0,TTT_charged,1724.3333333333333,0.0,-4.0,10.0,0.7,0.03,100000.0
24412,200.0,TTT_uncharged,25.666666666666668,0.0,4.0,10.0,0.7,0.03,100000.0
24413,200.0,__cellularProtein_rbs,85.0,0.0,-15.0,10.0,0.7,0.03,100000.0
24414,200.0,free ribosome,24.0,0.0,24.0,10.0,0.7,0.03,100000.0
24415,200.0,cellularProtein,1410.3333333333333,4.76,410.33333333333326,10.0,0.7,0.03,100000.0
24423,200.0,ATA_charged,28.0,0.0,5.0,50.0,0.7,0.03,100000.0
24424,200.0,ATA_uncharged,722.0,0.0,-5.0,50.0,0.7,0.03,100000.0
24425,200.0,TTT_charged,1726.3333333333333,0.0,-4.333333333333485,50.0,0.7,0.03,100000.0
24426,200.0,TTT_uncharged,23.666666666666668,0.0,4.333333333333336,50.0,0.7,0.03,100000.0
24427,200.0,__cellularProtein_rbs,96.66666666666667,0.0,1.6666666666666714,50.0,0.7,0.03,100000.0
24428,200.0,free ribosome,28.666666666666668,0.0,-3.666666666666668,50.0,0.7,0.03,100000.0
24429,200.0,cellularProtein,7195.0,4.713333333333334,1496.333333333333,50.0,0.7,0.03,100000.0
24437,200.0,ATA_charged,49.0,0.0,-5.666666666666664,100.0,0.7,0.03,100000.0
24438,200.0,ATA_uncharged,701.0,0.0,5.666666666666629,100.0,0.7,0.03,100000.0
24439,200.0,TTT_charged,1730.3333333333333,0.0,6.666666666666515,100.0,0.7,0.03,100000.0
24440,200.0,TTT_uncharged,19.666666666666668,0.0,-6.666666666666664,100.0,0.7,0.03,100000.0
24441,200.0,__cellularProtein_rbs,98.66666666666667,0.0,2.0,100.0,0.7,0.03,100000.0
24442,200.0,free ribosome,28.0,0.0,-0.33333333333333215,100.0,0.7,0.03,100000.0
24443,200.0,cellularProtein,14167.333333333334,4.72,2879.666666666668,100.0,0.7,0.03,100000.0
24451,200.0,ATA_charged,113.66666666666667,0.0,-16.66666666666667,250.0,0.7,0.03,100000.0
24452,200.0,ATA_uncharged,636.3333333333334,0.0,16.666666666666742,250.0,0.7,0.03,100000.0
24453,200.0,TTT_charged,1729.6666666666667,0.0,-1.3333333333332575,250.0,0.7,0.03,100000.0
24454,200.0,TTT_uncharged,20.333333333333332,0.0,1.3333333333333321,250.0,0.7,0.03,100000.0
24455,200.0,__cellularProtein_rbs,97.33333333333333,0.0,-0.6666666666666714,250.0,0.7,0.03,100000.0
24456,200.0,free ribosome,71.33333333333333,0.0,-8.0,250.0,0.7,0.03,100000.0
24457,200.0,cellularProtein,31982.0,4.286666666666666,6439.0,250.0,0.7,0.03,100000.0
24465,200.0,ATA_charged,239.0,0.0,9.0,500.0,0.7,0.03,100000.0
24466,200.0,ATA_uncharged,511.0,0.0,-9.0,500.0,0.7,0.03,100000.0
24467,200.0,TTT_charged,1730.0,0.0,-3.3333333333332575,500.0,0.7,0.03,100000.0
24468,200.0,TTT_uncharged,20.0,0.0,3.333333333333332,500.0,0.7,0.03,100000.0
24469,200.0,__cellularProtein_rbs,97.0,0.0,0.0,500.0,0.7,0.03,100000.0
24470,200.0,free ribosome,130.33333333333334,0.0,-2.666666666666657,500.0,0.7,0.03,100000.0
24471,200.0,cellularProtein,52908.0,3.6966666666666668,10625.333333333336,500.0,0.7,0.03,100000.0
24479,200.0,ATA_charged,388.3333333333333,0.0,-7.666666666666686,1000.0,0.7,0.03,100000.0
24480,200.0,ATA_uncharged,361.6666666666667,0.0,7.666666666666686,1000.0,0.7,0.03,100000.0
24481,200.0,TTT_charged,1737.0,0.0,-1.6666666666667425,1000.0,0.7,0.03,100000.0
24482,200.0,TTT_uncharged,13.0,0.0,1.666666666666666,1000.0,0.7,0.03,100000.0
24483,200.0,__cellularProtein_rbs,99.0,0.0,2.0,1000.0,0.7,0.03,100000.0
24484,200.0,free ribosome,176.33333333333334,0.0,-4.0,1000.0,0.7,0.03,100000.0
24485,200.0,cellularProtein,74622.0,3.236666666666667,14973.0,1000.0,0.7,0.03,100000.0
24493,200.0,ATA_charged,642.6666666666666,0.0,-7.333333333333371,5000.0,0.7,0.03,100000.0
24494,200.0,ATA_uncharged,107.33333333333333,0.0,7.333333333333329,5000.0,0.7,0.03,100000.0
24495,200.0,TTT_charged,1748.0,0.0,1.0,5000.0,0.7,0.03,100000.0
24496,200.0,TTT_uncharged,2.0,0.0,-1.0,5000.0,0.7,0.03,100000.0
24497,200.0,__cellularProtein_rbs,98.0,0.0,-0.6666666666666714,5000.0,0.7,0.03,100000.0
24498,200.0,free ribosome,252.0,0.0,5.0,5000.0,0.7,0.03,100000.0
24499,200.0,cellularProtein,100569.0,2.48,20142.66666666667,5000.0,0.7,0.03,100000.0
24507,200.0,ATA_charged,6.0,0.0,-1.0,10.0,0.7,0.11,100000.0
24508,200.0,ATA_uncharged,744.0,0.0,1.0,10.0,0.7,0.11,100000.0
24509,200.0,TTT_charged,1651.0,0.0,-7.3333333333332575,10.0,0.7,0.11,100000.0
24510,200.0,TTT_uncharged,99.0,0.0,7.333333333333329,10.0,0.7,0.11,100000.0
24511,200.0,__cellularProtein_rbs,100.0,0.0,0.0,10.0,0.7,0.11,100000.0
24512,200.0,free ribosome,0.0,0.0,0.0,10.0,0.7,0.11,100000.0
24513,200.0,cellularProtein,1500.0,5.0,500.0,10.0,0.7,0.11,100000.0
24521,200.0,ATA_charged,24.333333333333332,0.0,-1.3333333333333357,50.0,0.7,0.11,100000.0
24522,200.0,ATA_uncharged,725.6666666666666,0.0,1.3333333333332575,50.0,0.7,0.11,100000.0
24523,200.0,TTT_charged,1666.6666666666667,0.0,6.0,50.0,0.7,0.11,100000.0
24524,200.0,TTT_uncharged,83.33333333333333,0.0,-6.0,50.0,0.7,0.11,100000.0
24525,200.0,__cellularProtein_rbs,95.0,0.0,1.3333333333333286,50.0,0.7,0.11,100000.0
24526,200.0,free ribosome,23.0,0.0,-15.0,50.0,0.7,0.11,100000.0
24527,200.0,cellularProtein,7949.666666666667,4.77,1683.666666666667,50.0,0.7,0.11,100000.0
24535,200.0,ATA_charged,46.666666666666664,0.0,2.0,100.0,0.7,0.11,100000.0
24536,200.0,ATA_uncharged,703.3333333333334,0.0,-2.0,100.0,0.7,0.11,100000.0
24537,200.0,TTT_charged,1664.0,0.0,4.0,100.0,0.7,0.11,100000.0
24538,200.0,TTT_uncharged,86.0,0.0,-4.0,100.0,0.7,0.11,100000.0
24539,200.0,__cellularProtein_rbs,97.66666666666667,0.0,1.6666666666666714,100.0,0.7,0.11,100000.0
24540,200.0,free ribosome,43.333333333333336,0.0,-1.6666666666666643,100.0,0.7,0.11,100000.0
24541,200.0,cellularProtein,15468.0,4.566666666666666,3139.666666666666,100.0,0.7,0.11,100000.0
24549,200.0,ATA_charged,130.66666666666666,0.0,3.999999999999986,250.0,0.7,0.11,100000.0
24550,200.0,ATA_uncharged,619.3333333333334,0.0,-4.0,250.0,0.7,0.11,100000.0
24551,200.0,TTT_charged,1671.0,0.0,-11.666666666666742,250.0,0.7,0.11,100000.0
24552,200.0,TTT_uncharged,79.0,0.0,11.666666666666671,250.0,0.7,0.11,100000.0
24553,200.0,__cellularProtein_rbs,96.66666666666667,0.0,-2.0,250.0,0.7,0.11,100000.0
24554,200.0,free ribosome,85.66666666666667,0.0,1.3333333333333428,250.0,0.7,0.11,100000.0
24555,200.0,cellularProtein,34747.0,4.1433333333333335,6998.333333333332,250.0,0.7,0.11,100000.0
24563,200.0,ATA_charged,229.66666666666666,0.0,-13.666666666666686,500.0,0.7,0.11,100000.0
24564,200.0,ATA_uncharged,520.3333333333334,0.0,13.666666666666686,500.0,0.7,0.11,100000.0
24565,200.0,TTT_charged,1684.0,0.0,-4.0,500.0,0.7,0.11,100000.0
24566,200.0,TTT_uncharged,66.0,0.0,4.0,500.0,0.7,0.11,100000.0
24567,200.0,__cellularProtein_rbs,98.0,0.0,0.0,500.0,0.7,0.11,100000.0
24568,200.0,free ribosome,141.33333333333334,0.0,-8.0,500.0,0.7,0.11,100000.0
24569,200.0,cellularProtein,56925.0,3.5866666666666664,11424.0,500.0,0.7,0.11,100000.0
24577,200.0,ATA_charged,397.3333333333333,0.0,-6.333333333333371,1000.0,0.7,0.11,100000.0
24578,200.0,ATA_uncharged,352.6666666666667,0.0,6.333333333333371,1000.0,0.7,0.11,100000.0
24579,200.0,TTT_charged,1704.3333333333333,0.0,-5.6666666666667425,1000.0,0.7,0.11,100000.0
24580,200.0,TTT_uncharged,45.666666666666664,0.0,5.666666666666664,1000.0,0.7,0.11,100000.0
24581,200.0,__cellularProtein_rbs,98.33333333333333,0.0,-0.6666666666666714,1000.0,0.7,0.11,100000.0
24582,200.0,free ribosome,189.66666666666666,0.0,-6.333333333333343,1000.0,0.7,0.11,100000.0
24583,200.0,cellularProtein,78886.66666666667,3.1033333333333335,15826.000000000007,1000.0,0.7,0.11,100000.0
24591,200.0,ATA_charged,656.0,0.0,-4.666666666666629,5000.0,0.7,0.11,100000.0
24592,200.0,ATA_uncharged,94.0,0.0,4.666666666666671,5000.0,0.7,0.11,100000.0
24593,200.0,TTT_charged,1739.6666666666667,0.0,2.333333333333485,5000.0,0.7,0.11,100000.0
24594,200.0,TTT_uncharged,10.333333333333334,0.0,-2.333333333333332,5000.0,0.7,0.11,100000.0
24595,200.0,__cellularProtein_rbs,98.66666666666667,0.0,0.3333333333333428,5000.0,0.7,0.11,100000.0
24596,200.0,free ribosome,263.6666666666667,0.0,-7.666666666666629,5000.0,0.7,0.11,100000.0
24597,200.0,cellularProtein,103504.33333333333,2.3633333333333333,20733.33333333333,5000.0,0.7,0.11,100000.0
24605,200.0,ATA_charged,5.0,0.0,-2.0,10.0,0.7,0.08,100000.0
24606,200.0,ATA_uncharged,745.0,0.0,2.0,10.0,0.7,0.08,100000.0
24607,200.0,TTT_charged,1692.0,0.0,10.0,10.0,0.7,0.08,100000.0
24608,200.0,TTT_uncharged,58.0,0.0,-10.0,10.0,0.7,0.08,100000.0
24609,200.0,__cellularProtein_rbs,100.0,0.0,0.0,10.0,0.7,0.08,100000.0
24610,200.0,free ribosome,0.0,0.0,0.0,10.0,0.7,0.08,100000.0
24611,200.0,cellularProtein,1499.6666666666667,5.0,499.66666666666674,10.0,0.7,0.08,100000.0
24619,200.0,ATA_charged,24.0,0.0,-6.333333333333332,50.0,0.7,0.08,100000.0
24620,200.0,ATA_uncharged,726.0,0.0,6.333333333333371,50.0,0.7,0.08,100000.0
24621,200.0,TTT_charged,1684.0,0.0,-1.6666666666667425,50.0,0.7,0.08,100000.0
24622,200.0,TTT_uncharged,66.0,0.0,1.6666666666666714,50.0,0.7,0.08,100000.0
24623,200.0,__cellularProtein_rbs,97.66666666666667,0.0,-0.6666666666666572,50.0,0.7,0.08,100000.0
24624,200.0,free ribosome,16.0,0.0,9.666666666666668,50.0,0.7,0.08,100000.0
24625,200.0,cellularProtein,7587.666666666667,4.84,1562.666666666667,50.0,0.7,0.08,100000.0
24633,200.0,ATA_charged,57.666666666666664,0.0,8.333333333333329,100.0,0.7,0.08,100000.0
24634,200.0,ATA_uncharged,692.3333333333334,0.0,-8.333333333333258,100.0,0.7,0.08,100000.0
24635,200.0,TTT_charged,1687.6666666666667,0.0,-1.0,100.0,0.7,0.08,100000.0
24636,200.0,TTT_uncharged,62.333333333333336,0.0,1.0,100.0,0.7,0.08,100000.0
24637,200.0,__cellularProtein_rbs,95.66666666666667,0.0,-1.3333333333333286,100.0,0.7,0.08,100000.0
24638,200.0,free ribosome,36.666666666666664,0.0,-11.666666666666671,100.0,0.7,0.08,100000.0
24639,200.0,cellularProtein,14957.666666666666,4.633333333333334,3032.333333333332,100.0,0.7,0.08,100000.0
24647,200.0,ATA_charged,128.33333333333334,0.0,5.000000000000014,250.0,0.7,0.08,100000.0
24648,200.0,ATA_uncharged,621.6666666666666,0.0,-5.0,250.0,0.7,0.08,100000.0
24649,200.0,TTT_charged,1698.6666666666667,0.0,1.6666666666667425,250.0,0.7,0.08,100000.0
24650,200.0,TTT_uncharged,51.333333333333336,0.0,-1.6666666666666643,250.0,0.7,0.08,100000.0
24651,200.0,__cellularProtein_rbs,98.66666666666667,0.0,1.0,250.0,0.7,0.08,100000.0
24652,200.0,free ribosome,90.0,0.0,10.333333333333329,250.0,0.7,0.08,100000.0
24653,200.0,cellularProtein,33661.0,4.1000000000000005,6776.0,250.0,0.7,0.08,100000.0
24661,200.0,ATA_charged,240.0,0.0,-5.333333333333343,500.0,0.7,0.08,100000.0
24662,200.0,ATA_uncharged,510.0,0.0,5.333333333333314,500.0,0.7,0.08,100000.0
24663,200.0,TTT_charged,1706.3333333333333,0.0,-2.333333333333485,500.0,0.7,0.08,100000.0
24664,200.0,TTT_uncharged,43.666666666666664,0.0,2.3333333333333286,500.0,0.7,0.08,100000.0
24665,200.0,__cellularProtein_rbs,96.0,0.0,-3.0,500.0,0.7,0.08,100000.0
24666,200.0,free ribosome,142.66666666666666,0.0,1.0,500.0,0.7,0.08,100000.0
24667,200.0,cellularProtein,55329.666666666664,3.573333333333333,11107.333333333328,500.0,0.7,0.08,100000.0
24675,200.0,ATA_charged,399.3333333333333,0.0,-9.0,1000.0,0.7,0.08,100000.0
24676,200.0,ATA_uncharged,350.6666666666667,0.0,9.0,1000.0,0.7,0.08,100000.0
24677,200.0,TTT_charged,1717.0,0.0,-7.6666666666667425,1000.0,0.7,0.08,100000.0
24678,200.0,TTT_uncharged,33.0,0.0,7.666666666666668,1000.0,0.7,0.08,100000.0
24679,200.0,__cellularProtein_rbs,98.33333333333333,0.0,0.0,1000.0,0.7,0.08,100000.0
24680,200.0,free ribosome,193.0,0.0,-7.0,1000.0,0.7,0.08,100000.0
24681,200.0,cellularProtein,77355.33333333333,3.0700000000000003,15512.999999999993,1000.0,0.7,0.08,100000.0
24689,200.0,ATA_charged,643.6666666666666,0.0,-23.0,5000.0,0.7,0.08,100000.0
24690,200.0,ATA_uncharged,106.33333333333333,0.0,23.0,5000.0,0.7,0.08,100000.0
24691,200.0,TTT_charged,1743.3333333333333,0.0,1.0,5000.0,0.7,0.08,100000.0
24692,200.0,TTT_uncharged,6.666666666666667,0.0,-1.0,5000.0,0.7,0.08,100000.0
24693,200.0,__cellularProtein_rbs,98.66666666666667,0.0,1.0,5000.0,0.7,0.08,100000.0
24694,200.0,free ribosome,238.0,0.0,-20.333333333333314,5000.0,0.7,0.08,100000.0
24695,200.0,cellularProtein,102359.66666666667,2.62,20495.66666666667,5000.0,0.7,0.08,100000.0
24703,200.0,ATA_charged,631.0,0.0,-26.33333333333337,10.0,0.7,0.94,100000.0
24704,200.0,ATA_uncharged,119.0,0.0,26.33333333333333,10.0,0.7,0.94,100000.0
24705,200.0,TTT_charged,15.0,0.0,6.0,10.0,0.7,0.94,100000.0
24706,200.0,TTT_uncharged,1735.0,0.0,-6.0,10.0,0.7,0.94,100000.0
24707,200.0,__cellularProtein_rbs,100.0,0.0,6.333333333333329,10.0,0.7,0.94,100000.0
24708,200.0,free ribosome,0.0,0.0,-16.333333333333332,10.0,0.7,0.94,100000.0
24709,200.0,cellularProtein,3500.0,5.0,865.6666666666665,10.0,0.7,0.94,100000.0
24717,200.0,ATA_charged,652.3333333333334,0.0,11.333333333333371,50.0,0.7,0.94,100000.0
24718,200.0,ATA_uncharged,97.66666666666667,0.0,-11.333333333333329,50.0,0.7,0.94,100000.0
24719,200.0,TTT_charged,62.333333333333336,0.0,7.333333333333336,50.0,0.7,0.94,100000.0
24720,200.0,TTT_uncharged,1687.6666666666667,0.0,-7.3333333333332575,50.0,0.7,0.94,100000.0
24721,200.0,__cellularProtein_rbs,97.66666666666667,0.0,1.0,50.0,0.7,0.94,100000.0
24722,200.0,free ribosome,44.0,0.0,-2.6666666666666643,50.0,0.7,0.94,100000.0
24723,200.0,cellularProtein,17716.666666666668,4.56,3588.333333333334,50.0,0.7,0.94,100000.0
24731,200.0,ATA_charged,644.6666666666666,0.0,-4.0,100.0,0.7,0.94,100000.0
24732,200.0,ATA_uncharged,105.33333333333333,0.0,4.0,100.0,0.7,0.94,100000.0
24733,200.0,TTT_charged,139.0,0.0,2.0,100.0,0.7,0.94,100000.0
24734,200.0,TTT_uncharged,1611.0,0.0,-2.0,100.0,0.7,0.94,100000.0
24735,200.0,__cellularProtein_rbs,97.66666666666667,0.0,0.3333333333333428,100.0,0.7,0.94,100000.0
24736,200.0,free ribosome,91.33333333333333,0.0,2.0,100.0,0.7,0.94,100000.0
24737,200.0,cellularProtein,34196.0,4.086666666666667,6880.333333333332,100.0,0.7,0.94,100000.0
24745,200.0,ATA_charged,662.6666666666666,0.0,0.6666666666666288,250.0,0.7,0.94,100000.0
24746,200.0,ATA_uncharged,87.33333333333333,0.0,-0.6666666666666714,250.0,0.7,0.94,100000.0
24747,200.0,TTT_charged,375.6666666666667,0.0,-5.333333333333314,250.0,0.7,0.94,100000.0
24748,200.0,TTT_uncharged,1374.3333333333333,0.0,5.3333333333332575,250.0,0.7,0.94,100000.0
24749,200.0,__cellularProtein_rbs,99.0,0.0,1.0,250.0,0.7,0.94,100000.0
24750,200.0,free ribosome,180.0,0.0,7.666666666666657,250.0,0.7,0.94,100000.0
24751,200.0,cellularProtein,73049.33333333333,3.1999999999999997,14659.666666666664,250.0,0.7,0.94,100000.0
24759,200.0,ATA_charged,678.3333333333334,0.0,-13.333333333333258,500.0,0.7,0.94,100000.0
24760,200.0,ATA_uncharged,71.66666666666667,0.0,13.333333333333336,500.0,0.7,0.94,100000.0
24761,200.0,TTT_charged,768.6666666666666,0.0,19.333333333333258,500.0,0.7,0.94,100000.0
24762,200.0,TTT_uncharged,981.3333333333334,0.0,-19.333333333333258,500.0,0.7,0.94,100000.0
24763,200.0,__cellularProtein_rbs,98.33333333333333,0.0,1.0,500.0,0.7,0.94,100000.0
24764,200.0,free ribosome,258.3333333333333,0.0,-7.333333333333371,500.0,0.7,0.94,100000.0
24765,200.0,cellularProtein,106328.66666666667,2.4166666666666665,21292.0,500.0,0.7,0.94,100000.0
24773,200.0,ATA_charged,717.0,0.0,9.333333333333371,1000.0,0.7,0.94,100000.0
24774,200.0,ATA_uncharged,33.0,0.0,-9.333333333333336,1000.0,0.7,0.94,100000.0
24775,200.0,TTT_charged,1181.3333333333333,0.0,9.333333333333258,1000.0,0.7,0.94,100000.0
24776,200.0,TTT_uncharged,568.6666666666666,0.0,-9.333333333333371,1000.0,0.7,0.94,100000.0
24777,200.0,__cellularProtein_rbs,99.33333333333333,0.0,0.0,1000.0,0.7,0.94,100000.0
24778,200.0,free ribosome,314.3333333333333,0.0,0.0,1000.0,0.7,0.94,100000.0
24779,200.0,cellularProtein,126620.0,1.8566666666666667,25416.66666666667,1000.0,0.7,0.94,100000.0
24787,200.0,ATA_charged,742.6666666666666,0.0,0.33333333333325754,5000.0,0.7,0.94,100000.0
24788,200.0,ATA_uncharged,7.333333333333333,0.0,-0.3333333333333339,5000.0,0.7,0.94,100000.0
24789,200.0,TTT_charged,1636.3333333333333,0.0,29.0,5000.0,0.7,0.94,100000.0
24790,200.0,TTT_uncharged,113.66666666666667,0.0,-28.999999999999986,5000.0,0.7,0.94,100000.0
24791,200.0,__cellularProtein_rbs,99.66666666666667,0.0,0.0,5000.0,0.7,0.94,100000.0
24792,200.0,free ribosome,360.6666666666667,0.0,21.0,5000.0,0.7,0.94,100000.0
24793,200.0,cellularProtein,141125.0,1.3933333333333333,28282.33333333333,5000.0,0.7,0.94,100000.0
24801,200.0,ATA_charged,5.333333333333333,0.0,-0.666666666666667,10.0,0.7,0.24,100000.0
24802,200.0,ATA_uncharged,744.6666666666666,0.0,0.6666666666666288,10.0,0.7,0.24,100000.0
24803,200.0,TTT_charged,1497.6666666666667,0.0,-8.666666666666515,10.0,0.7,0.24,100000.0
